ikan,lat,lon,skor,kedalaman,gelombang,geometry
Teri (Stolephorus sp.),-6.5,110.5,0.25870418548583984,0.0,0.0,POINT (110.5 -6.5)
Teri (Stolephorus sp.),-6.0,106.5,0.5293033123016357,0.0,0.0,POINT (106.5 -6)
Teri (Stolephorus sp.),-6.0,106.75,0.3589039444923401,0.0,0.0,POINT (106.75 -6)
Teri (Stolephorus sp.),-5.75,113.5,0.2519759237766266,0.0,0.0,POINT (113.5 -5.75)
Teri (Stolephorus sp.),-5.75,114.75,0.2527603507041931,0.0,0.0,POINT (114.75 -5.75)
Teri (Stolephorus sp.),-5.75,115.0,0.25714266300201416,0.0,0.0,POINT (115 -5.75)
Teri (Stolephorus sp.),-5.5,115.0,0.2584376633167267,0.0,0.0,POINT (115 -5.5)
Teri (Stolephorus sp.),-5.25,115.0,0.25562405586242676,0.0,0.0,POINT (115 -5.25)
Teri (Stolephorus sp.),-5.0,115.0,0.25087037682533264,0.0,0.0,POINT (115 -5)
Teri (Stolephorus sp.),-4.0,106.0,0.37932664155960083,0.0,0.0,POINT (106 -4)
Teri (Stolephorus sp.),-4.0,114.5,0.25323623418807983,0.0,0.0,POINT (114.5 -4)
Teri (Stolephorus sp.),-3.75,106.0,0.330946683883667,0.0,0.0,POINT (106 -3.75)
Teri (Stolephorus sp.),-3.75,111.75,0.25513356924057007,0.0,0.0,POINT (111.75 -3.75)
Teri (Stolephorus sp.),-3.75,112.0,0.2633194029331207,0.0,0.0,POINT (112 -3.75)
Teri (Stolephorus sp.),-3.75,113.5,0.2883920967578888,0.0,0.0,POINT (113.5 -3.75)
Teri (Stolephorus sp.),-3.75,113.75,0.34282615780830383,0.0,0.0,POINT (113.75 -3.75)
Teri (Stolephorus sp.),-3.75,114.0,0.3670741319656372,0.0,0.0,POINT (114 -3.75)
Teri (Stolephorus sp.),-3.75,114.25,0.34216374158859253,0.0,0.0,POINT (114.25 -3.75)
Teri (Stolephorus sp.),-3.75,114.5,0.4610120952129364,0.0,0.0,POINT (114.5 -3.75)
Teri (Stolephorus sp.),-3.5,106.0,0.3020707964897156,0.0,0.0,POINT (106 -3.5)
Teri (Stolephorus sp.),-3.5,111.75,0.30046403408050537,0.0,0.0,POINT (111.75 -3.5)
Teri (Stolephorus sp.),-3.5,112.0,0.3347533643245697,0.0,0.0,POINT (112 -3.5)
Teri (Stolephorus sp.),-3.5,112.25,0.3068421483039856,0.0,0.0,POINT (112.25 -3.5)
Teri (Stolephorus sp.),-3.5,112.5,0.30598223209381104,0.0,0.0,POINT (112.5 -3.5)
Teri (Stolephorus sp.),-3.5,112.75,0.2895219624042511,0.0,0.0,POINT (112.75 -3.5)
Teri (Stolephorus sp.),-3.5,113.0,0.29484862089157104,0.0,0.0,POINT (113 -3.5)
Teri (Stolephorus sp.),-3.5,113.25,0.3214991092681885,0.0,0.0,POINT (113.25 -3.5)
Teri (Stolephorus sp.),-3.5,113.5,0.36880576610565186,0.0,0.0,POINT (113.5 -3.5)
Teri (Stolephorus sp.),-3.5,113.75,0.5249326825141907,0.0,0.0,POINT (113.75 -3.5)
Teri (Stolephorus sp.),-3.5,114.0,0.3787040710449219,0.0,0.0,POINT (114 -3.5)
Teri (Stolephorus sp.),-3.5,114.25,0.39825743436813354,0.0,0.0,POINT (114.25 -3.5)
Teri (Stolephorus sp.),-3.25,111.5,0.2503272294998169,0.0,0.0,POINT (111.5 -3.25)
Teri (Stolephorus sp.),-3.25,111.75,0.2764688730239868,0.0,0.0,POINT (111.75 -3.25)
Teri (Stolephorus sp.),-3.25,113.0,0.2581017315387726,0.0,0.0,POINT (113 -3.25)
Teri (Stolephorus sp.),-3.25,113.25,0.27701616287231445,0.0,0.0,POINT (113.25 -3.25)
Teri (Stolephorus sp.),-3.25,113.5,0.30582690238952637,0.0,0.0,POINT (113.5 -3.25)
Teri (Stolephorus sp.),-3.0,110.25,0.2519460618495941,0.0,0.0,POINT (110.25 -3)
Teri (Stolephorus sp.),-3.0,110.5,0.25639933347702026,0.0,0.0,POINT (110.5 -3)
Teri (Stolephorus sp.),-3.0,111.25,0.2767021954059601,0.0,0.0,POINT (111.25 -3)
